,SPCD,COMMON_NAME,SHARED_COMMON_NAME_IND,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,WOODLAND,SFTWD_HRDWD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,CORE,EAST,WEST,CARIBBEAN,PACIFIC,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,DRYWT_TO_GREENWT_CONVERSION,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,STANDING_DEAD_DECAY_RATIO1,STANDING_DEAD_DECAY_RATIO2,STANDING_DEAD_DECAY_RATIO3,STANDING_DEAD_DECAY_RATIO4,STANDING_DEAD_DECAY_RATIO5,CARBON_RATIO_LIVE,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,PURVES_TRAIT_SCORE
2288,7814,auquey,N,Miconia,punctata,,,MIPU9,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2289,7815,ridge johnnyberry,N,Miconia,pycnoneura,,,MIPY2,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2290,7816,camasey felpa,N,Miconia,racemosa,,,MIRA2,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2291,7817,peralejo,N,Miconia,rubiginosa,,,MIRU4,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2292,7818,jau jau,N,Miconia,serrulata,,,MISE2,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2293,7819,mountain johnnyberry,N,Miconia,sintenisii,,,MISI2,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2294,7821,forest johnnyberry,N,Miconia,subcorymbosa,,,MISU3,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2295,7822,rajador,N,Miconia,tetrandra,,,MITE4,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2296,7823,camasey tomaso,N,Miconia,thomasiana,,,MITH,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2297,7824,talafulu,N,Micromelum,minutum,,,MIMI23,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.66,,0.66,,,,,,0.66,,,,,,,,,,,,,,,,,,0.47,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
2298,7828,caimitillo verde,N,Micropholis,garciniifolia,,,MIGA,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2299,7829,Micropholis guyanensis,N,Micropholis,guyanensis,,,MIGU2,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2300,7831,pinnata,N,Millettia,pinnata,,,MIPI9,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.72664,26.0,0.72664,26.0,75.13,26.0,80.49,26.0,0.72664,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.468,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
2301,7833,elegant mimosa,N,Mimosa,arenosa,,,MIAR4,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2302,7835,"bulletwood, elengi",N,Mimusops,elengi,,,MIEL4,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.81838,,0.81838,,,,,,0.81838,,,,,,,,,,,,,,,,,,0.464,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
2303,7839,monodora,N,Monodora,spp.,,,MONOD,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2304,7841,treedaisy,N,Montanoa,hibiscifolia,,,MOHI,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.65,,0.65,,,,,,0.65,,,,,,,,,,,,,,,,,,0.47,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
2305,7842,montanoa,N,Montanoa,spp.,,,MONTA,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.65,,0.65,,,,,,0.65,,,,,,,,,,,,,,,,,,0.47,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
2306,7845,Morella cerifera,N,Morella,cerifera,,,MOCE2,54,54,54.0,54.0,N,H,3,37.0,221.0,N,,,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,2.0,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS_NRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
2307,7846,firetree,N,Morella,faya,,,MOFA,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.54,26.0,0.54,26.0,75.13,26.0,80.49,26.0,0.54,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.474,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
2308,7847,Morella holdridgeana,N,Morella,holdridgeana,,,MOHO3,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2309,7848,bayberry,N,Morella,spp.,,,MOREL2,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.54,,0.54,,,,,,0.54,,,,,,,,,,,,,,,,,,0.474,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
2310,7849,Indian mulberry,N,Morinda,citrifolia,,,MOCI3,54,54,54.0,54.0,N,H,3,37.0,227.0,N,,,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2311,7850,kesengelngel,N,Morinda,latibractea,,,MOLA12,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.49,26.0,0.49,26.0,75.13,26.0,80.49,26.0,0.49,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.476,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
2312,7851,Morinda pedunculata,N,Morinda,pedunculata,,,MOPE2,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.49,26.0,0.49,26.0,75.13,26.0,80.49,26.0,0.49,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.476,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
2313,7852,morinda,N,Morinda,spp.,,,MORIN,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.49,26.0,0.49,26.0,75.13,26.0,80.49,26.0,0.49,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.476,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
2314,7853,noni kuahiwi,N,Morinda,trimera,,,MOTR,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.49,26.0,0.49,26.0,75.13,26.0,80.49,26.0,0.49,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.476,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
2315,409,mockernut hickory,N,Carya,alba,,,CAAL27,29,47,,,N,H,4,29.0,92.0,Y,E,,,,X,X,,,X,,X,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,1.624375043478261,0.64,1.0,0.6,8.0,62.76563,1.0,60.25,22.0,0.72,1.0,16.0,21.0,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,0.977,0.627,0.332,0.396,0.396,0.471,1.7,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.599
2316,410,sand hickory,N,Carya,pallida,,,CAPA24,29,47,,,N,H,4,29.0,92.0,Y,E,,,,X,X,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,1.672055172413793,0.62,24.0,0.62,24.0,68.88,24.0,56.74,24.0,0.68,24.0,16.0,24.0,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,1.04,0.727,0.334,0.396,0.396,0.471,1.7,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.128
2317,411,scrub hickory,N,Carya,floridana,,,CAFL6,29,47,,,N,H,4,29.0,92.0,Y,E,,,,,,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,1.672055172413793,0.62,24.0,0.62,24.0,68.88,24.0,56.74,24.0,0.68,24.0,16.0,24.0,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,1.04,0.727,0.334,0.396,0.396,0.471,2.0,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5294901960784314
2318,8935,niaragato,N,Zanthoxylum,spinifex,,,ZASP,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2319,8936,pricklyash,N,Zanthoxylum,spp.,,,ZANTH,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,0.472,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
2320,8937,St. Thomas pricklyash,N,Zanthoxylum,thomasianum,,,ZATH,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2321,8938,Zapoteca portoricensis,N,Zapoteca,portoricensis,,,ZAPO2,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2322,8939,Indian jujube,N,Ziziphus,mauritiana,,,ZIMA,54,54,54.0,54.0,N,H,3,37.0,227.0,N,,,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2323,8940,cacao rojo,N,Ziziphus,reticulata,,,ZIRE,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2324,8941,soana,N,Ziziphus,rignonii,,,ZIRI,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2325,8942,common pricklyash,N,Zanthoxylum,americanum,,,ZAAM,55,55,,,N,H,3,37.0,221.0,N,X,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.75847359398216,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,,,,,,,,,,,,,,,0.474,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
2326,6896,chulta,N,Dillenia,indica,,,DIIN6,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2327,6839,Jamaican treefern,N,Cyathea,furfuracea,,,CYFU,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
2328,6840,olioli,Y,Cyathea,lunulata,,,CYLU5,54,54,,53.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.5,26.0,0.5,26.0,75.13,26.0,80.49,26.0,0.5,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.476,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
2329,6841,olioli,Y,Cyathea,medullaris,,,CYME12,54,54,,53.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,0.476,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
